    -1.2783e+01    -1.7839e+00              0    -6.3355e+00     0.0000e+00            inf     3.2965e+00     2.7621e-02     1.0437e-03     1.7696e+00     7.5613e-02
     1.6582e+01     7.4254e+00              0    -1.3652e+01     0.0000e+00            inf     3.2965e+00     3.4168e-03     2.5000e-06     1.7113e+00     1.1649e-01
     7.3913e+00    -1.5857e+01              0    -1.3085e+01     0.0000e+00            inf     3.2965e+00     6.3043e-03     3.7500e-06     1.6962e+00     9.3991e-02
    -2.6541e+00     1.7656e+01              0    -1.4216e+01     0.0000e+00            inf     3.2965e+00     4.4856e-03     1.2500e-06     1.7065e+00     1.0722e-01
     2.8357e+00    -8.7362e-03              0    -1.0865e+01     0.0000e+00            inf     3.2965e+00     1.0610e-02     8.7500e-06     1.9494e+00     2.6619e-01
    -7.3153e+00    -1.5382e+01              0    -1.0564e+01     0.0000e+00            inf     3.2965e+00     9.1970e-03     1.8750e-05     1.7053e+00     8.4164e-02
     1.6120e+01    -5.8602e+00              0    -1.1330e+01     0.0000e+00            inf     3.2965e+00     8.4014e-03     1.6250e-05     1.6960e+00     8.6370e-02
    -1.3727e+01     1.0833e+01              0    -1.2434e+01     0.0000e+00            inf     3.2965e+00     6.4245e-03     3.7500e-06     1.7092e+00     9.3599e-02
     8.2284e+00     1.4825e+01              0    -1.0334e+01     0.0000e+00            inf     3.2965e+00     9.6528e-03     1.7500e-05     1.6988e+00     8.2611e-02
    -4.0705e+00     7.5008e+00              0    -7.2573e+00     0.0000e+00            inf     3.2965e+00     2.1697e-02     2.8875e-04     1.9934e+00     1.0437e-01
     2.7368e-01    -9.2812e+00              0    -8.6661e+00     0.0000e+00            inf     3.2965e+00     1.6751e-02     9.6250e-05     1.9327e+00     1.6549e-01
     1.1188e+01     1.0331e+00              0    -9.2115e+00     0.0000e+00            inf     3.2965e+00     1.7028e-02     4.6250e-05     1.9810e+00     1.7581e-01
    -1.3787e+01    -1.0079e+01              0    -1.0737e+01     0.0000e+00            inf     3.2965e+00     8.8091e-03     1.5000e-05     1.6938e+00     8.4882e-02
    -4.7481e+00    -2.8972e+00              0    -6.5796e+00     0.0000e+00            inf     3.2965e+00     2.7580e-02     7.2500e-04     1.7403e+00     7.8055e-02
     7.9270e+00    -6.6272e+00              0    -1.0347e+01     0.0000e+00            inf     3.2965e+00     1.4152e-02     1.0000e-05     1.8381e+00     2.3607e-01
     3.9694e+00     7.9873e+00              0    -7.9404e+00     0.0000e+00            inf     3.2965e+00     1.8896e-02     2.3125e-04     1.9893e+00     1.3263e-01
     6.7353e-02    -1.7751e+01              0    -1.4033e+01     0.0000e+00            inf     3.2965e+00     5.0693e-03     2.5000e-06     1.7167e+00     1.0405e-01
    -1.7425e+01     4.2692e+00              0    -1.4735e+01     0.0000e+00            inf     3.2965e+00     4.2481e-03     2.5000e-06     1.7095e+00     1.0882e-01
    -1.0472e+01     4.7501e+00              0    -8.7948e+00     0.0000e+00            inf     3.2965e+00     1.8447e-02     9.1250e-05     1.9997e+00     1.5225e-01
     1.2846e+01    -1.1925e+01              0    -1.1902e+01     0.0000e+00            inf     3.2965e+00     6.1558e-03     6.2500e-06     1.7076e+00     9.6078e-02
    -7.5460e+00     1.3203e+01              0    -6.5484e+00     0.0000e+00            inf     3.2965e+00     2.3843e-02     7.6750e-04     1.6708e+00     6.3216e-02
    -7.4171e+00    -8.8437e+00              0    -8.6607e+00     0.0000e+00            inf     3.2965e+00     1.8752e-02     8.1250e-05     1.9999e+00     1.4861e-01
     1.7645e+01     7.6166e-01              0    -1.2814e+01     0.0000e+00            inf     3.2965e+00     5.5028e-03     5.0000e-06     1.7111e+00     9.9131e-02
     1.0320e+01     8.7649e+00              0    -5.8765e+00     0.0000e+00            inf     3.2965e+00     3.0234e-02     1.4812e-03     1.7027e+00     6.4771e-02
     2.1699e+00     1.3863e+01              0    -5.8440e+00     0.0000e+00            inf     3.2965e+00     2.9863e-02     1.5262e-03     1.6803e+00     6.2537e-02
    -2.6482e+00     2.1256e+00              0    -1.1046e+01     0.0000e+00            inf     3.2965e+00     1.2616e-02     1.1250e-05     1.9980e+00     2.2366e-01
     5.1936e+00    -1.1111e+01              0    -7.1466e+00     0.0000e+00            inf     3.2965e+00     2.3762e-02     4.7250e-04     1.8979e+00     9.7927e-02
    -1.6689e+01    -5.2497e+00              0    -1.1484e+01     0.0000e+00            inf     3.2965e+00     6.3680e-03     8.7500e-06     1.7008e+00     9.4117e-02
     6.6412e+00     3.5490e+00              0    -5.9905e+00     0.0000e+00            inf     3.2965e+00     2.8164e-02     1.6825e-03     1.8355e+00     7.2326e-02
    -2.6415e+00    -1.3425e+01              0    -5.8646e+00     0.0000e+00            inf     3.2965e+00     3.0302e-02     1.1237e-03     1.6889e+00     6.3965e-02
     3.0754e+00    -5.0678e+00              0    -6.2214e+00     0.0000e+00            inf     3.2965e+00     2.9338e-02     1.2087e-03     1.7262e+00     7.2497e-02
    -2.6047e+00     1.2310e+01              0    -6.6833e+00     0.0000e+00            inf     3.2965e+00     2.5648e-02     5.5875e-04     1.8267e+00     8.5013e-02
    -8.4008e+00     3.6636e-01              0    -7.0622e+00     0.0000e+00            inf     3.2965e+00     2.2424e-02     4.4375e-04     1.9824e+00     9.8012e-02
     7.3042e+00    -1.8401e+00              0    -6.0716e+00     0.0000e+00            inf     3.2965e+00     2.8218e-02     7.1500e-04     1.8312e+00     7.0909e-02
     1.1788e+01    -3.7555e+00              0    -7.0370e+00     0.0000e+00            inf     3.2965e+00     2.4529e-02     4.3875e-04     1.8738e+00     9.2993e-02
    -1.1263e+01    -6.1800e+00              0    -6.4211e+00     0.0000e+00            inf     3.2965e+00     2.7210e-02     9.1500e-04     1.7768e+00     7.7210e-02
    -1.7096e+01    -3.5734e-01              0    -1.0744e+01     0.0000e+00            inf     3.2965e+00     8.6929e-03     1.6250e-05     1.6978e+00     8.5882e-02
     1.3048e+00     4.3208e+00              0    -8.5249e+00     0.0000e+00            inf     3.2965e+00     2.0021e-02     1.3000e-04     1.8773e+00     1.1947e-01
    -9.5440e+00     9.1715e+00              0    -6.0511e+00     0.0000e+00            inf     3.2965e+00     2.9032e-02     1.1600e-03     1.7264e+00     6.9469e-02
     1.2271e+01     1.2819e+01              0    -1.3820e+01     0.0000e+00            inf     3.2965e+00     5.0846e-03     1.2500e-06     1.7155e+00     1.0356e-01
     2.5073e+00     1.8267e+01              0    -1.6541e+01     0.0000e+00            inf     3.2965e+00     2.5747e-03     1.2500e-06     1.7205e+00     1.2645e-01
     1.2795e+01     5.1328e+00              0    -5.7866e+00     0.0000e+00            inf     3.2965e+00     3.0312e-02     1.5875e-03     1.6845e+00     6.3557e-02
     1.7018e+00    -1.3710e+01              0    -5.7981e+00     0.0000e+00            inf     3.2965e+00     3.0062e-02     1.5937e-03     1.6852e+00     6.3768e-02
    -3.4556e+00    -7.0458e+00              0    -6.2831e+00     0.0000e+00            inf     3.2965e+00     2.6336e-02     7.8500e-04     1.8890e+00     7.7970e-02
    -1.0131e+01    -1.2204e+01              0    -7.6346e+00     0.0000e+00            inf     3.2965e+00     1.8444e-02     2.7125e-04     1.6817e+00     6.8847e-02
    -5.4742e-01    -2.8200e+00              0    -1.0670e+01     0.0000e+00            inf     3.2965e+00     1.0752e-02     1.0000e-05     1.9541e+00     2.6344e-01
    -1.0046e-01     8.8755e+00              0    -7.7942e+00     0.0000e+00            inf     3.2965e+00     1.9276e-02     2.2500e-04     1.9924e+00     1.2809e-01
    -6.3454e+00     4.0266e+00              0    -6.0248e+00     0.0000e+00            inf     3.2965e+00     2.8351e-02     1.2200e-03     1.8219e+00     7.1283e-02
    -1.3788e+01     2.2584e+00              0    -5.8452e+00     0.0000e+00            inf     3.2965e+00     2.9737e-02     1.7300e-03     1.6794e+00     6.3548e-02
     1.1866e+01    -7.8974e+00              0    -5.8709e+00     0.0000e+00            inf     3.2965e+00     2.9278e-02     1.5100e-03     1.6765e+00     6.2485e-02
     6.8162e+00     1.0962e+01              0    -6.3171e+00     0.0000e+00            inf     3.2965e+00     2.7668e-02     1.0425e-03     1.7677e+00     7.5744e-02
    -1.4114e+01     6.6944e+00              0    -7.2714e+00     0.0000e+00            inf     3.2965e+00     2.0627e-02     3.4375e-04     1.6811e+00     6.6017e-02
     9.1030e+00    -1.0719e+01              0    -5.8030e+00     0.0000e+00            inf     3.2965e+00     2.9715e-02     1.5212e-03     1.6799e+00     6.2641e-02
    -3.8298e+00    -1.7170e+01              0    -1.1735e+01     0.0000e+00            inf     3.2965e+00     5.8841e-03     5.0000e-06     1.7155e+00     9.7876e-02
    -8.5533e+00    -3.4932e+00              0    -8.5584e+00     0.0000e+00            inf     3.2965e+00     1.6758e-02     8.8750e-05     1.9409e+00     1.6222e-01
     3.9251e+00    -1.7390e+01              0    -1.2944e+01     0.0000e+00            inf     3.2965e+00     4.6956e-03     3.7500e-06     1.7076e+00     1.0434e-01
     1.5234e+01    -2.1574e+00              0    -6.8932e+00     0.0000e+00            inf     3.2965e+00     2.2555e-02     5.0000e-04     1.6776e+00     6.5205e-02
    -5.9534e+00    -1.2096e+01              0    -5.9089e+00     0.0000e+00            inf     3.2965e+00     3.0039e-02     1.2312e-03     1.7029e+00     6.5552e-02
    -1.0919e+01     1.4251e+01              0    -1.6767e+01     0.0000e+00            inf     3.2965e+00     4.1695e-03     1.2500e-06     1.7118e+00     1.0879e-01
